Sentiment score,Sentiment label,Sentence ID,Sentence,Document ID,Document
0.6065514087677002,negative,51,I doubt she would have let him.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8113456964492798,neutral,52,So you can also see,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8322744965553284,neutral,53,that Uk listens to Mu-deok.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5835920572280884,negative,54,He is stubborn about things,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.62544846534729,neutral,55,no matter what others tell him.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8298721313476562,neutral,56,But he always listens to Mu-deok.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6776842474937439,neutral,57,We can also protect,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8635572195053101,negative,58,the monsters from this world.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.4675294458866119,neutral,59,The monster,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.915101945400238,neutral,60,he was talking about was Naksu.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8338079452514648,neutral,61,If he is looking for,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8186506032943726,neutral,62,the ice stone to protect her…,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5592195987701416,negative,63,-They must not be together.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8201076984405518,neutral,64,-What?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7699238061904907,neutral,65,Why not?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.556693434715271,neutral,66,Do you not like that they are close?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6735531687736511,neutral,67,I do not.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6305913329124451,negative,68,"If they end up going down the wrong path,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5341763496398926,negative,69,there will be nothing I can do.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6259162425994873,neutral,70,Uk is someone who can potentially,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8266068696975708,negative,71,bring chaos to the world.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6738497018814087,neutral,72,What if we support and raise him,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5883705019950867,neutral,73,into an uncontrollable individual,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8522616624832153,neutral,74,and he becomes the center,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8430262207984924,neutral,75,of the world's attention?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6349236965179443,neutral,76,Are you afraid that he will desire,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8677878379821777,neutral,77,to become king according to his fate,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.4944788813591003,neutral,78,and bring chaos to Daeho?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5069079995155334,neutral,79,It may be possible,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8280728459358215,neutral,80,if he learns of the King's Star.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9423823356628418,positive,81,It will forever broaden his horizons,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8683422207832336,positive,82,and desire to achieve greatness.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7253550291061401,neutral,83,Jin.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9427207112312316,neutral,84,How long did it take you to reach Chisu?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7939729690551758,neutral,85,Chisu?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5839290022850037,neutral,86,"It did not take me long to reach Ryusu,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8313305377960205,neutral,87,but it did take some time to reach Chisu.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7869337797164917,neutral,88,It took me three years,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7675488591194153,neutral,89,"to look into the sky's energy,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8525642156600952,neutral,90,"three years to read the land's energy,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7377340197563171,neutral,91,and four years to feel,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7575123310089111,neutral,92,the energy around me.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7841520309448242,neutral,93,"The energy from the sky and land,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8471620678901672,neutral,94,and water that bridges between them.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5352409482002258,neutral,95,It took me ten years to master them all,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7448001503944397,neutral,96,and reach Chisu.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9459438323974608,positive,97,That is incredible.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7806605100631714,neutral,98,It took me 13 years.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.4824060499668121,neutral,99,And it took Yeom twice as long.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5245746970176697,neutral,100,I was the second fastest after Jang g*ng.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.804589569568634,neutral,101,But you see…,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.810245156288147,neutral,102,We say this energy flows,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7834228277206421,neutral,103,between heaven and earth.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7060837745666504,neutral,104,"But in fact, this is just water.",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6997370719909668,neutral,105,It took us over ten years,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6015126705169678,neutral,106,to finally grasp this energy.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6421946883201599,neutral,107,But there are those,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8257384896278381,neutral,108,who can do that from birth.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7180749773979187,positive,109,"Simply put, they are geniuses.",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7794485688209534,neutral,110,"But to the world,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8795697689056396,negative,111,"they seem reckless, unreliable,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7934824824333191,negative,112,and even dangerous at times.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7757773995399475,neutral,113,Did I just,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9092261791229248,neutral,114,reach Chisu?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7698155641555786,neutral,115,That is because,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7099466919898987,neutral,116,they are different from the rest of us.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5279229283332825,negative,117,Some could be jealous of them.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6139370203018188,neutral,118,While others could be worried about them.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9664066433906556,positive,119,I will definitely win tomorrow.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7910425066947937,neutral,120,I caught it.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6342220306396484,neutral,121,Really?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8022422194480896,neutral,122,Uk.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5106090903282166,neutral,123,You have reached Chisu.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6514137387275696,neutral,124,We react that way because we do not know,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5314605832099915,negative,125,how they will use their terrifying powers.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5582059621810913,neutral,126,Will he save this world,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9247893691062928,neutral,127,like Master Seo Gyeong did?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6023403406143188,neutral,128,Or will he do the very opposite?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6932840943336487,neutral,129,We do not know.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9046088457107544,neutral,130,So are you saying,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8490738868713379,neutral,131,that you will continue to watch him?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6150243282318115,neutral,132,Do not worry.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8727424144744873,neutral,133,I am debating as well.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5085245370864868,neutral,134,"If we need to get rid of that power,",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8059729933738708,neutral,135,I will do so with my own hands.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.9300893545150756,neutral,136,"Uk, is your probation period over?",1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7412788271903992,positive,137,That is why I am back.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8026514053344727,negative,138,So you destroyed Cheonbugwan?,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5244855880737305,neutral,139,Do not exaggerate.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.6727074384689331,neutral,140,-Hey.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.85835200548172,positive,141,-You are finally back.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5530359745025635,neutral,142,I am your final opponent.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7572482228279114,neutral,143,-I see.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8841832280158997,negative,144,-I feel bad that,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.8279820084571838,negative,145,you will not be able to win,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.7737640738487244,neutral,146,since I happen to be your last opponent.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.5285964608192444,neutral,147,You are right.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
0.4656636416912079,neutral,148,I hope the finale will not be boring.,1,"=hyperlink(""/Users/macarahmorgan/Downloads/ENG370/Netflix/transcripts/(Japan)Alchemy of Souls--Episode 14.txt"")"
